#PPL; Cedula; Nombres; Edad(Anios); Pena(anios); Fecha(Ingreso)(d/m/a); Fecha(Salida)(d/m/a); Anios Restantes (pena); Pabellon; Celda; Clasificacion; Visitas semanales(Horas); Delito
PPL 1; 5619775676; Pedro Antonio Romero Morales; 28; 12; 14/02/2015; 14/02/2027; 3; 1(A); A1; Alto; 1 Hora(s); Narcotrafico
PPL 670; 4213466844; Fabian Angel Garcia Rivera; 62; 46; 10/12/1982; 10/12/2028; 4; 5(E); E50; Bajo; 4 Hora(s); Otros
PPL 671; 6809083701; Pedro Cesar Romero Reyes; 39; 27; 30/08/2005; 30/08/2032; 8; 5(E); E51; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 672; 4729626935; Roberto Adrian Gonzales Gomez; 42; 30; 11/09/2001; 11/09/2031; 7; 5(E); E52; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 673; 5103866192; Dario Angel Torres Espinosa; 52; 37; 29/10/1991; 29/10/2028; 4; 5(E); E53; Bajo; 4 Hora(s); Estafa
PPL 674; 4723454560; Dario Antonio Cuenca Ramirez; 45; 9; 11/11/2017; 11/11/2026; 2; 5(E); E54; Bajo; 4 Hora(s); Otros
PPL 675; 2585384928; Roberto Cesar Paredes Sanchez; 43; 25; 11/06/2002; 11/06/2027; 3; 5(E); E55; Bajo; 4 Hora(s); Otros
PPL 676; 5647355433; Gonzalo Adrian Paredes Espinosa; 62; 44; 04/12/1984; 04/12/2028; 4; 5(E); E56; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 677; 5214311153; Dario Antonio Gonzales Reyes; 50; 31; 01/07/1996; 01/07/2027; 3; 5(E); E57; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 678; 9895620911; Roberto Antonio Paredes Sanchez; 50; 15; 14/05/2018; 14/05/2033; 9; 5(E); E58; Bajo; 4 Hora(s); Estafa
PPL 679; 5243158180; Victor Sergio Garcia Reyes; 32; 21; 24/01/2021; 24/01/2042; 18; 5(E); E59; Bajo; 4 Hora(s); Otros
PPL 680; 8100547969; Roberto Cesar Paredes Roman; 47; 33; 26/04/1996; 26/04/2029; 5; 5(E); E60; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 681; 6306769040; Michael Pablo Cuenca Morales; 46; 27; 07/09/1999; 07/09/2026; 2; 5(E); E61; Bajo; 4 Hora(s); Otros
PPL 682; 2060712009; Pedro Cesar Cevallos Gomez; 47; 20; 21/09/2009; 21/09/2029; 5; 5(E); E62; Bajo; 4 Hora(s); Escandalo Publico
PPL 683; 4468824646; Pedro Cesar Guerrero Ramirez; 36; 30; 16/10/2011; 16/10/2041; 17; 5(E); E63; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 684; 9326614850; Roberto Paulo Cuenca Rivera; 45; 27; 07/09/2000; 07/09/2027; 3; 5(E); E64; Bajo; 4 Hora(s); Escandalo Publico
PPL 685; 1513437622; Gonzalo Angel Cuenca Espinosa; 63; 48; 11/12/1980; 11/12/2028; 4; 5(E); E65; Bajo; 4 Hora(s); Otros
PPL 686; 5472634966; Michael Antonio Torres Rivera; 40; 24; 07/05/2004; 07/05/2028; 4; 5(E); E66; Bajo; 4 Hora(s); Estafa
PPL 687; 6268299678; Michael Angel Romero Gomez; 25; 9; 15/09/2018; 15/09/2027; 3; 5(E); E67; Bajo; 4 Hora(s); Estafa
PPL 688; 6888655931; Victor Julian Paredes Roman; 51; 36; 18/12/1992; 18/12/2028; 4; 5(E); E68; Bajo; 4 Hora(s); Escandalo Publico
PPL 689; 1437953949; Michael Pablo Cevallos Espinosa; 55; 38; 01/08/1991; 01/08/2029; 5; 5(E); E69; Bajo; 4 Hora(s); Otros
PPL 690; 7425570344; Roberto Pablo Cevallos Reyes; 21; 1; 10/12/2024; 10/12/2025; 1; 5(E); E70; Bajo; 4 Hora(s); Otros
PPL 691; 8295119522; Roberto Adrian Paredes Ramirez; 44; 25; 11/05/2001; 11/05/2026; 2; 5(E); E71; Bajo; 4 Hora(s); Escandalo Publico
PPL 692; 4408348536; Carlos Sergio Paredes Gomez; 40; 20; 26/02/2006; 26/02/2026; 2; 5(E); E72; Bajo; 4 Hora(s); Otros
PPL 693; 2876382733; Carlos Antonio Cuenca Roman; 42; 22; 20/06/2008; 20/06/2030; 6; 5(E); E73; Bajo; 4 Hora(s); Estafa
PPL 694; 9261570579; Dario Antonio Paredes Roman; 49; 16; 22/12/2013; 22/12/2029; 5; 5(E); E74; Bajo; 4 Hora(s); Estafa
PPL 695; 2730383759; Fabian Adrian Paredes Espinosa; 47; 24; 14/05/2002; 14/05/2026; 2; 5(E); E75; Bajo; 4 Hora(s); Escandalo Publico
PPL 696; 5719276137; Roberto Antonio Guerrero Ramirez; 53; 37; 23/11/1990; 23/11/2027; 3; 5(E); E76; Bajo; 4 Hora(s); Escandalo Publico
PPL 697; 8334791376; Dario Sergio Cuenca Reyes; 63; 47; 16/07/1980; 16/07/2027; 3; 5(E); E77; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 698; 5984262981; Roberto Antonio Paredes Sanchez; 29; 16; 10/11/2014; 10/11/2030; 6; 5(E); E78; Bajo; 4 Hora(s); Otros
PPL 699; 8716433644; Mario Diego Guerrero Morales; 41; 24; 12/11/2002; 12/11/2026; 2; 5(E); E79; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 700; 4515815711; Carlos Sergio Cevallos Sanchez; 56; 38; 06/04/1988; 06/04/2026; 2; 5(E); E80; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 701; 9375256004; Pedro Antonio Cevallos Gomez; 32; 22; 25/12/2017; 25/12/2039; 15; 5(E); E81; Bajo; 4 Hora(s); Escandalo Publico
PPL 702; 1790547949; Fabian Diego Cuenca Ramirez; 46; 18; 01/04/2009; 01/04/2027; 3; 5(E); E82; Bajo; 4 Hora(s); Otros
PPL 703; 3455767684; Carlos Antonio Paredes Espinosa; 29; 5; 08/04/2022; 08/04/2027; 3; 5(E); E83; Bajo; 4 Hora(s); Otros
PPL 704; 5855758027; Dario Cesar Perero Sanchez; 29; 13; 18/01/2021; 18/01/2034; 10; 5(E); E84; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 705; 2245746670; Fabian Pablo Paredes Espinosa; 38; 25; 15/04/2010; 15/04/2035; 11; 5(E); E85; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 706; 8902036255; Roberto Cesar Guerrero Sanchez; 50; 32; 18/04/1996; 18/04/2028; 4; 5(E); E86; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 707; 1755819062; Victor Julian Cevallos Rivera; 52; 33; 22/04/1994; 22/04/2027; 3; 5(E); E87; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 708; 10002083225; Carlos Adrian Guerrero Morales; 20; 25; 25/12/2024; 25/12/2049; 25; 5(E); E88; Bajo; 4 Hora(s); Otros
PPL 709; 7390531643; Michael Sergio Garcia Sanchez; 25; 26; 09/07/2020; 09/07/2046; 22; 5(E); E89; Bajo; 4 Hora(s); Estafa
PPL 710; 6361451185; Mario Adrian Romero Reyes; 24; 26; 04/10/2023; 04/10/2049; 25; 5(E); E90; Bajo; 4 Hora(s); Escandalo Publico
PPL 711; 4462840299; Carlos Sergio Cevallos Morales; 52; 36; 04/12/1991; 04/12/2027; 3; 5(E); E1; Bajo; 4 Hora(s); Escandalo Publico
PPL 712; 8479971387; Pedro Angel Cevallos Reyes; 43; 28; 27/08/2001; 27/08/2029; 5; 5(E); E2; Bajo; 4 Hora(s); Estafa
PPL 713; 3620554387; Pedro Sergio Garcia Morales; 54; 40; 31/06/1989; 31/06/2029; 5; 5(E); E3; Bajo; 4 Hora(s); Estafa
PPL 714; 8906033936; Roberto Sergio Perero Sanchez; 41; 26; 12/01/2010; 12/01/2036; 12; 5(E); E4; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 715; 7000236121; Victor Sergio Cevallos Reyes; 65; 49; 03/09/1980; 03/09/2029; 5; 5(E); E5; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 716; 8431256133; Pedro Paulo Gonzales Morales; 50; 29; 21/12/1996; 21/12/2025; 1; 5(E); E6; Bajo; 4 Hora(s); Otros
PPL 717; 5328617716; Roberto Cesar Paredes Espinosa; 65; 46; 29/02/1981; 29/02/2027; 3; 5(E); E7; Bajo; 4 Hora(s); Otros
PPL 718; 1831463722; Gonzalo Julian Paredes Hidalgo; 44; 26; 19/09/2002; 19/09/2028; 4; 5(E); E8; Bajo; 4 Hora(s); Estafa
PPL 719; 9202463660; Pedro Cesar Perero Roman; 34; 29; 16/10/2016; 16/10/2045; 21; 5(E); E9; Bajo; 4 Hora(s); Escandalo Publico
PPL 720; 4491943961; Roberto Angel Torres Espinosa; 26; 12; 02/03/2018; 02/03/2030; 6; 5(E); E10; Bajo; 4 Hora(s); Otros
PPL 721; 8820844067; Michael Sergio Paredes Hidalgo; 57; 40; 21/06/1989; 21/06/2029; 5; 5(E); E11; Bajo; 4 Hora(s); Otros
PPL 722; 4586465114; Dario Sergio Cuenca Sanchez; 34; 20; 03/07/2011; 03/07/2031; 7; 5(E); E12; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 723; 5922267231; Gonzalo Julian Garcia Sanchez; 56; 40; 11/06/1987; 11/06/2027; 3; 5(E); E13; Bajo; 4 Hora(s); Estafa
PPL 724; 8884974227; Dario Diego Romero Sanchez; 46; 31; 11/03/1998; 11/03/2029; 5; 5(E); E14; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 725; 4614060719; Carlos Pablo Garcia Sanchez; 46; 32; 21/01/1997; 21/01/2029; 5; 5(E); E15; Bajo; 4 Hora(s); Estafa
PPL 726; 5497989839; Gonzalo Adrian Paredes Gomez; 42; 24; 19/08/2003; 19/08/2027; 3; 5(E); E16; Bajo; 4 Hora(s); Otros
PPL 727; 3218740523; Dario Julian Torres Gomez; 56; 41; 20/02/1987; 20/02/2028; 4; 5(E); E17; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 728; 9396476641; Pedro Antonio Guerrero Morales; 41; 26; 06/05/2004; 06/05/2030; 6; 5(E); E18; Bajo; 4 Hora(s); Escandalo Publico
PPL 729; 2519774466; Dario Antonio Garcia Morales; 51; 32; 29/12/1995; 29/12/2027; 3; 5(E); E19; Bajo; 4 Hora(s); Escandalo Publico
PPL 730; 7838330203; Roberto Paulo Cevallos Espinosa; 46; 25; 07/06/2008; 07/06/2033; 9; 5(E); E20; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 731; 8068419643; Carlos Cesar Guerrero Sanchez; 42; 29; 07/06/2001; 07/06/2030; 6; 5(E); E21; Bajo; 4 Hora(s); Estafa
PPL 732; 6473316521; Pedro Cesar Paredes Morales; 45; 27; 31/09/1999; 31/09/2026; 2; 5(E); E22; Bajo; 4 Hora(s); Estafa
PPL 733; 9573399918; Mario Sergio Guerrero Morales; 48; 34; 23/05/1996; 23/05/2030; 6; 5(E); E23; Bajo; 4 Hora(s); Escandalo Publico
PPL 734; 6224376616; Mario Diego Romero Reyes; 58; 41; 08/10/1985; 08/10/2026; 2; 5(E); E24; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 735; 4870053764; Fabian Julian Cevallos Roman; 32; 19; 21/12/2011; 21/12/2030; 6; 5(E); E25; Bajo; 4 Hora(s); Otros
PPL 736; 3616729734; Fabian Antonio Paredes Morales; 40; 24; 17/10/2004; 17/10/2028; 4; 5(E); E26; Bajo; 4 Hora(s); Otros
PPL 737; 2236979671; Gonzalo Adrian Cuenca Morales; 45; 28; 27/10/1998; 27/10/2026; 2; 5(E); E27; Bajo; 4 Hora(s); Escandalo Publico
PPL 738; 2909310520; Michael Angel Torres Roman; 36; 19; 31/06/2011; 31/06/2030; 6; 5(E); E28; Bajo; 4 Hora(s); Otros
PPL 739; 6345652378; Pedro Antonio Garcia Gomez; 55; 36; 27/02/1991; 27/02/2027; 3; 5(E); E29; Bajo; 4 Hora(s); Escandalo Publico
PPL 740; 7700591493; Carlos Paulo Perero Ramirez; 36; 26; 18/09/2010; 18/09/2036; 12; 5(E); E30; Bajo; 4 Hora(s); Estafa
PPL 741; 8633667000; Roberto Sergio Cuenca Espinosa; 48; 23; 06/01/2004; 06/01/2027; 3; 5(E); E31; Bajo; 4 Hora(s); Escandalo Publico
PPL 742; 4596841782; Roberto Julian Paredes Espinosa; 37; 22; 14/07/2007; 14/07/2029; 5; 5(E); E32; Bajo; 4 Hora(s); Otros
PPL 743; 7397761369; Fabian Antonio Cevallos Espinosa; 63; 46; 20/02/1982; 20/02/2028; 4; 5(E); E33; Bajo; 4 Hora(s); Estafa
PPL 744; 7997547214; Gonzalo Diego Gonzales Gomez; 41; 29; 05/09/2007; 05/09/2036; 12; 5(E); E34; Bajo; 4 Hora(s); Otros
PPL 745; 4358463243; Dario Paulo Guerrero Sanchez; 45; 29; 08/10/2001; 08/10/2030; 6; 5(E); E35; Bajo; 4 Hora(s); Estafa
PPL 746; 5720465468; Victor Antonio Paredes Sanchez; 59; 42; 08/04/1987; 08/04/2029; 5; 5(E); E36; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 747; 6112410937; Michael Cesar Perero Ramirez; 50; 25; 12/05/2022; 12/05/2047; 23; 5(E); E37; Bajo; 4 Hora(s); Otros
PPL 748; 4057645174; Pedro Pablo Cuenca Rivera; 46; 31; 26/06/1997; 26/06/2028; 4; 5(E); E38; Bajo; 4 Hora(s); Estafa
PPL 749; 3424195884; Victor Antonio Torres Sanchez; 43; 15; 09/06/2011; 09/06/2026; 2; 5(E); E39; Bajo; 4 Hora(s); Otros
PPL 750; 2433692113; Mario Diego Perero Sanchez; 50; 19; 21/03/2008; 21/03/2027; 3; 5(E); E40; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 751; 6065273250; Michael Pablo Torres Hidalgo; 63; 47; 29/04/1980; 29/04/2027; 3; 5(E); E41; Bajo; 4 Hora(s); Otros
PPL 752; 1664281753; Mario Paulo Paredes Hidalgo; 61; 45; 27/12/1982; 27/12/2027; 3; 5(E); E42; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 753; 7342764658; Dario Paulo Cevallos Sanchez; 48; 35; 27/10/1995; 27/10/2030; 6; 5(E); E43; Bajo; 4 Hora(s); Estafa
PPL 754; 2710832891; Fabian Antonio Paredes Sanchez; 47; 31; 19/10/1998; 19/10/2029; 5; 5(E); E44; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 755; 6440387187; Pedro Diego Cevallos Morales; 47; 30; 07/05/1999; 07/05/2029; 5; 5(E); E45; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 756; 6468195609; Carlos Adrian Guerrero Espinosa; 29; 23; 20/11/2014; 20/11/2037; 13; 5(E); E46; Bajo; 4 Hora(s); Estafa
PPL 757; 9191476841; Carlos Antonio Paredes Reyes; 55; 38; 13/10/1991; 13/10/2029; 5; 5(E); E47; Bajo; 4 Hora(s); Escandalo Publico
PPL 758; 9224517003; Victor Antonio Cevallos Roman; 57; 44; 08/04/1986; 08/04/2030; 6; 5(E); E48; Bajo; 4 Hora(s); Escandalo Publico
PPL 759; 6748644032; Gonzalo Cesar Paredes Hidalgo; 56; 39; 17/05/1989; 17/05/2028; 4; 5(E); E49; Bajo; 4 Hora(s); Otros
PPL 760; 2100487420; Michael Julian Cevallos Morales; 47; 30; 11/12/1998; 11/12/2028; 4; 5(E); E50; Bajo; 4 Hora(s); Estafa
PPL 761; 8493533176; Pedro Paulo Paredes Espinosa; 50; 11; 09/01/2023; 09/01/2034; 10; 5(E); E51; Bajo; 4 Hora(s); Escandalo Publico
PPL 762; 7977498461; Dario Antonio Paredes Gomez; 26; 9; 07/08/2018; 07/08/2027; 3; 5(E); E52; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 763; 1118946412; Mario Sergio Guerrero Gomez; 41; 24; 24/01/2003; 24/01/2027; 3; 5(E); E53; Bajo; 4 Hora(s); Otros
PPL 764; 9940834655; Dario Paulo Perero Gomez; 51; 35; 28/08/1992; 28/08/2027; 3; 5(E); E54; Bajo; 4 Hora(s); Escandalo Publico
PPL 765; 4005741578; Carlos Pablo Paredes Espinosa; 38; 23; 10/11/2007; 10/11/2030; 6; 5(E); E55; Bajo; 4 Hora(s); Escandalo Publico
PPL 766; 6932234015; Roberto Pablo Paredes Espinosa; 37; 3; 05/03/2023; 05/03/2026; 2; 5(E); E56; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 767; 2462767471; Roberto Pablo Romero Sanchez; 53; 34; 02/11/1993; 02/11/2027; 3; 5(E); E57; Bajo; 4 Hora(s); Otros
PPL 768; 5603324087; Mario Antonio Garcia Morales; 32; 15; 24/02/2013; 24/02/2028; 4; 5(E); E58; Bajo; 4 Hora(s); Otros
PPL 769; 5836714597; Carlos Adrian Perero Sanchez; 53; 36; 24/01/1990; 24/01/2026; 2; 5(E); E59; Bajo; 4 Hora(s); Escandalo Publico
PPL 770; 8947016705; Michael Antonio Guerrero Rivera; 57; 41; 19/05/1988; 19/05/2029; 5; 5(E); E60; Bajo; 4 Hora(s); Estafa
PPL 771; 3911539952; Mario Sergio Guerrero Sanchez; 27; 10; 15/08/2017; 15/08/2027; 3; 5(E); E61; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 772; 1055556147; Michael Adrian Romero Ramirez; 46; 31; 23/05/1997; 23/05/2028; 4; 5(E); E62; Bajo; 4 Hora(s); Otros
PPL 773; 2454972836; Pedro Pablo Cevallos Ramirez; 32; 25; 07/01/2012; 07/01/2037; 13; 5(E); E63; Bajo; 4 Hora(s); Estafa
PPL 774; 3805928374; Mario Diego Torres Reyes; 33; 25; 18/03/2016; 18/03/2041; 17; 5(E); E64; Bajo; 4 Hora(s); Otros
PPL 775; 3421716532; Mario Antonio Guerrero Roman; 27; 28; 07/11/2018; 07/11/2046; 22; 5(E); E65; Bajo; 4 Hora(s); Otros
PPL 776; 8866078988; Mario Pablo Guerrero Reyes; 44; 30; 08/10/1999; 08/10/2029; 5; 5(E); E66; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 777; 9605465260; Roberto Cesar Garcia Roman; 55; 35; 22/08/1991; 22/08/2026; 2; 5(E); E67; Bajo; 4 Hora(s); Otros
PPL 778; 3313092182; Pedro Angel Paredes Espinosa; 35; 22; 12/01/2015; 12/01/2037; 13; 5(E); E68; Bajo; 4 Hora(s); Otros
PPL 779; 3454175106; Mario Adrian Cuenca Gomez; 47; 22; 13/11/2013; 13/11/2035; 11; 5(E); E69; Bajo; 4 Hora(s); Otros
PPL 780; 3778121710; Mario Antonio Cuenca Rivera; 47; 23; 24/06/2003; 24/06/2026; 2; 5(E); E70; Bajo; 4 Hora(s); Escandalo Publico
PPL 781; 6047053840; Carlos Angel Romero Espinosa; 50; 33; 10/01/1994; 10/01/2027; 3; 5(E); E71; Bajo; 4 Hora(s); Estafa
PPL 782; 1505834549; Mario Diego Gonzales Sanchez; 28; 25; 01/08/2023; 01/08/2048; 24; 5(E); E72; Bajo; 4 Hora(s); Otros
PPL 783; 8004125712; Roberto Adrian Gonzales Sanchez; 57; 37; 12/04/1989; 12/04/2026; 2; 5(E); E73; Bajo; 4 Hora(s); Escandalo Publico
PPL 784; 8068769268; Gonzalo Diego Paredes Sanchez; 30; 20; 31/06/2014; 31/06/2034; 10; 5(E); E74; Bajo; 4 Hora(s); Estafa
PPL 785; 4767328417; Mario Cesar Gonzales Hidalgo; 28; 10; 05/01/2015; 05/01/2025; 1; 5(E); E75; Bajo; 4 Hora(s); Escandalo Publico
PPL 786; 5597591491; Roberto Antonio Cuenca Reyes; 33; 16; 19/04/2013; 19/04/2029; 5; 5(E); E76; Bajo; 4 Hora(s); Otros
PPL 787; 5475479501; Pedro Pablo Guerrero Gomez; 50; 17; 04/01/2012; 04/01/2029; 5; 5(E); E77; Bajo; 4 Hora(s); Otros
PPL 788; 5924692534; Roberto Adrian Paredes Hidalgo; 55; 40; 01/05/1989; 01/05/2029; 5; 5(E); E78; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 789; 6019523472; Roberto Cesar Perero Sanchez; 52; 34; 28/12/1994; 28/12/2028; 4; 5(E); E79; Bajo; 4 Hora(s); Escandalo Publico
PPL 790; 6187722700; Victor Adrian Perero Ramirez; 35; 19; 05/09/2012; 05/09/2031; 7; 5(E); E80; Bajo; 4 Hora(s); Estafa
PPL 791; 9231858611; Dario Antonio Garcia Sanchez; 34; 17; 12/10/2009; 12/10/2026; 2; 5(E); E81; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 792; 7016452819; Michael Pablo Cuenca Hidalgo; 50; 37; 12/08/1993; 12/08/2030; 6; 5(E); E82; Bajo; 4 Hora(s); Escandalo Publico
PPL 793; 4252828956; Fabian Antonio Cevallos Sanchez; 56; 40; 26/05/1990; 26/05/2030; 6; 5(E); E83; Bajo; 4 Hora(s); Otros
PPL 794; 9824195635; Fabian Sergio Cuenca Sanchez; 40; 26; 11/08/2004; 11/08/2030; 6; 5(E); E84; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 795; 4659964360; Michael Diego Garcia Sanchez; 58; 43; 08/04/1987; 08/04/2030; 6; 5(E); E85; Bajo; 4 Hora(s); Otros
PPL 796; 5046769093; Michael Paulo Garcia Sanchez; 36; 3; 08/01/2022; 08/01/2025; 1; 5(E); E86; Bajo; 4 Hora(s); Estafa
PPL 797; 7020010897; Pedro Diego Guerrero Ramirez; 55; 39; 29/01/1989; 29/01/2028; 4; 5(E); E87; Bajo; 4 Hora(s); Invacion de Propiedad Privada
PPL 798; 6961926180; Dario Paulo Perero Reyes; 29; 16; 06/10/2015; 06/10/2031; 7; 5(E); E88; Bajo; 4 Hora(s); Escandalo Publico
PPL 799; 5225847448; Roberto Pablo Gonzales Espinosa; 49; 35; 10/12/1994; 10/12/2029; 5; 5(E); E89; Bajo; 4 Hora(s); Escandalo Publico
PPL 800; 2785529988; Roberto Sergio Cevallos Sanchez; 41; 25; 14/06/2022; 14/06/2047; 23; 5(E); E90; Bajo; 4 Hora(s); Otros
